subtaskpositionrevision,subtaskpositionrequestID,subtaskpositionwasLocallyCreated,subtaskpositionid,subtaskpositionlist_id,subtaskpositionvalues,subtaskpositiontask_id,subtaskpositionmatroshkaRevision,subtaskpositionuser_id,subtaskpositiontype,subtaskpositionisTemporary
0,DDB2CB47-DB3D-483D-A3DF-61B0AD1701D0,false,3743723808,0,"",3743723808,0,0,subtask_position,false
0,EFD37D03-F65C-4A64-97CA-7F47441CAF60,false,3743726127,0,"",3743726127,0,0,subtask_position,false
0,B454CB75-6F57-43B6-8045-29CAE363AF21,false,3743822621,0,"",3743822621,0,0,subtask_position,false
0,E85E2E08-BBB3-4D49-A21B-5B094AE3CAEE,false,3744562930,0,"",3744562930,0,0,subtask_position,false
0,A2AC3648-0E43-4645-A1F6-1DCA65EA5D23,false,3744559062,0,"",3744559062,0,0,subtask_position,false
0,41C2CC59-408C-4A23-B80B-FDEC0560EBF3,false,3762024211,0,"",3762024211,0,0,subtask_position,false
0,BF903911-A6BC-4781-B886-8D2B6DB414DC,false,3744618330,0,"",3744618330,0,0,subtask_position,false
0,3EDD19B2-B06E-40F8-8546-90150A83B646,false,3744556475,0,"",3744556475,0,0,subtask_position,false
0,09347ECA-997E-44D0-85A0-9995DE6AA628,false,3762688354,0,"",3762688354,0,0,subtask_position,false
0,AF4197CF-677D-4394-A3C5-D88C731911E4,false,3761997686,0,"",3761997686,0,0,subtask_position,false
0,997D3112-0901-4010-A5E9-0743563DF16A,false,3822741040,0,"",3822741040,0,0,subtask_position,false
0,C9B83815-FFF0-42A5-9A4B-9D61AA29CF16,false,3762687376,0,"",3762687376,0,0,subtask_position,false
0,80906521-03FA-434B-AC9E-FC1C6B26903C,false,3802173929,0,"",3802173929,0,0,subtask_position,false
0,9E68FC69-F9F7-4B5A-9386-8F52132FAF66,false,3826656465,0,"",3826656465,0,0,subtask_position,false
0,8D46CC4D-D44B-49AD-A6B5-7AC5D1586471,false,3780895481,0,"",3780895481,0,0,subtask_position,false
0,368A7766-A360-40AB-A44C-AD7AA0A0B746,false,3826617468,0,"",3826617468,0,0,subtask_position,false
0,80335B32-8441-4084-9317-F9DF30F7614A,false,3832654295,0,"",3832654295,0,0,subtask_position,false
0,F3B8F1FE-FE4E-4656-81AF-7D4D06F9B032,false,3831901590,0,"",3831901590,0,0,subtask_position,false
0,7666767C-8AF5-41D5-8B2D-5343AADA626B,false,3835786501,0,"",3835786501,0,0,subtask_position,false
0,8CCECB33-97D1-4AE0-AEE9-20897C30900A,false,3844306386,0,"",3844306386,0,0,subtask_position,false
0,5628E15E-CE36-4685-ACDE-A7D878D49DD2,false,3857124174,0,"",3857124174,0,0,subtask_position,false
0,924AFB9F-080E-4D52-8025-C8D6EAA7AA44,false,3847326475,0,"",3847326475,0,0,subtask_position,false
0,295849C5-FB36-4C7B-912C-BE1DB1E645B9,false,3850239259,0,"",3850239259,0,0,subtask_position,false
0,43149425-AB68-48A1-89E3-9DEDA68C8E3C,false,3864454397,0,"",3864454397,0,0,subtask_position,false
0,05689A69-374E-4D2E-8DCA-2C6334817298,false,3868420169,0,"",3868420169,0,0,subtask_position,false
0,2E834D2D-5839-4EAB-AAC1-86D43308D1FE,false,3869379830,0,"",3869379830,0,0,subtask_position,false
0,6B742C54-F5EA-4B27-8E1E-A735620743AA,false,3869378871,0,"",3869378871,0,0,subtask_position,false
0,C3F9AB4A-541E-4F21-B22E-201E0594855B,false,3872333433,0,"",3872333433,0,0,subtask_position,false
0,421598F4-A6A3-4350-B74A-3E20DCDA9E51,false,3869380563,0,"",3869380563,0,0,subtask_position,false
0,A9074FB7-C6DD-4F19-905D-8D8C61F13513,false,3874679530,0,"",3874679530,0,0,subtask_position,false
0,F18F0818-D4E8-4B4A-A1A9-C23F5ED668AD,false,3872662021,0,"",3872662021,0,0,subtask_position,false
0,9B875DEE-E639-4C43-A0AF-E2338B7F94C9,false,3878058956,0,"",3878058956,0,0,subtask_position,false
0,C891740C-545A-4A97-9FC5-9510C35A1DDE,false,3878095488,0,"",3878095488,0,0,subtask_position,false
0,0162DAAE-1710-4C3B-B0CA-4544A8E284A8,false,3871691608,0,"",3871691608,0,0,subtask_position,false
0,454D6E00-595C-4AA1-B958-329E9CCA7C78,false,3893024368,0,"",3893024368,0,0,subtask_position,false
0,AC575A7C-E40B-4BDF-80C3-B37439350A22,false,3899372982,0,"",3899372982,0,0,subtask_position,false
0,BB59CB11-9BD5-48C8-A131-BB987F967754,false,3908103677,0,"",3908103677,0,0,subtask_position,false
0,20F87EFD-61B5-4213-937C-10F992A2361C,false,3899350522,0,"",3899350522,0,0,subtask_position,false
0,AB5D9B07-119B-4801-B660-EF98A159ABCD,false,3912244352,0,"",3912244352,0,0,subtask_position,false
0,5CA37B3D-4368-47FB-838A-978CC4376A79,false,3909182674,0,"",3909182674,0,0,subtask_position,false
0,D844975B-FE74-4736-ADB1-B6FDD91A72F0,false,3909231274,0,"",3909231274,0,0,subtask_position,false
0,6DE5F487-DA8C-483E-84A7-CB78A87F9D79,false,3912244263,0,"",3912244263,0,0,subtask_position,false
0,B8D2563B-E741-4085-8878-B99820297D46,false,3912244470,0,"",3912244470,0,0,subtask_position,false
0,8EE7641D-CAE4-4D63-83EE-4ACB5228373F,false,3921355127,0,"",3921355127,0,0,subtask_position,false
0,D90FB2A4-2405-4190-81DE-19A8D469722D,false,3932668937,0,"",3932668937,0,0,subtask_position,false
0,5A43B752-56B2-486D-9EC2-80FB0704FA3C,false,3942571260,0,"",3942571260,0,0,subtask_position,false
0,276BB9AC-B1B3-41AD-B33A-CBA15FAAEE9E,false,3942598940,0,"",3942598940,0,0,subtask_position,false
0,2116221B-BD8E-464E-B394-59C1CA3A9F39,false,3932671171,0,"",3932671171,0,0,subtask_position,false
0,5C6BC712-29AC-4389-AB07-C7402860C269,false,3953640676,0,"",3953640676,0,0,subtask_position,false
0,AC6DBA22-49F0-4921-90C8-F4DD184BE76A,false,3912244623,0,"",3912244623,0,0,subtask_position,false
0,86119D49-9A79-4AFC-81C9-2DD242E3F2EC,false,3942613336,0,"",3942613336,0,0,subtask_position,false
0,BDADEBC7-3926-45F2-99E0-A25CF79530C8,false,3975084163,0,"",3975084163,0,0,subtask_position,false
0,957BBBE4-C20A-4E95-BDC5-76D370466026,false,3953745123,0,"",3953745123,0,0,subtask_position,false
0,3ACCAE96-7F43-45BE-AC08-177DFEE2B318,false,3975107920,0,"",3975107920,0,0,subtask_position,false
0,79568204-6CB0-4229-BC54-D177F1B8C67D,false,3975088148,0,"",3975088148,0,0,subtask_position,false
0,BC92001B-A98C-4696-885B-62EAD6A9DF7A,false,3984239420,0,"",3984239420,0,0,subtask_position,false
0,CECFE967-A107-465C-9C69-15430E5BBA04,false,3975108119,0,"",3975108119,0,0,subtask_position,false
0,E965621E-903B-4170-80FF-8FF5AA2C84B1,false,3990791148,0,"",3990791148,0,0,subtask_position,false
0,42630AF6-57AF-4C36-8906-2DC478327B90,false,3990789704,0,"",3990789704,0,0,subtask_position,false
0,76CD5A39-86F7-4759-B5C4-7C6944F5B2BF,false,3975678814,0,"",3975678814,0,0,subtask_position,false
0,B84B2663-B902-40C8-B633-D46CE74F6C84,false,3991000298,0,"",3991000298,0,0,subtask_position,false
0,C4F26D4C-C851-4FCA-B315-976CDAB94BC2,false,4083352399,0,"",4083352399,0,0,subtask_position,false
0,2F95FAB3-17C1-4235-9D04-C887074DB510,false,3993548732,0,"",3993548732,0,0,subtask_position,false
0,D69A73E7-5ED7-41FE-95BB-C982629EF427,false,3993986152,0,"",3993986152,0,0,subtask_position,false
0,2E9214C8-BB67-4BE1-9FCE-05A0F38110E5,false,3912433913,0,"",3912433913,0,0,subtask_position,false
0,7CA5C022-A713-49FC-A455-88F7209F2D5E,false,4068872776,0,"",4068872776,0,0,subtask_position,false
0,AF27BC04-5A61-4CAD-A7ED-58C351718849,false,4920917035,0,"",4920917035,0,0,subtask_position,false
0,EFB3DE2D-0DDA-438A-B2BA-CCC4F2EDF11B,false,4920926940,0,"",4920926940,0,0,subtask_position,false
0,C3581B28-2CFB-4440-A7BE-11F6C8E07503,false,4921137724,0,"",4921137724,0,0,subtask_position,false
0,F5E07836-1FCE-4A27-BAC7-EE03FF9F89C7,false,4920931723,0,"",4920931723,0,0,subtask_position,false
0,8043A1D3-C7AE-4575-980F-56917B9D64D4,false,4921269627,0,"",4921269627,0,0,subtask_position,false
0,5BD5DFB9-54D0-4A87-B3D6-EF981ADF29B4,false,4921274226,0,"",4921274226,0,0,subtask_position,false
0,3DCA86CB-A8CD-4D69-BFCA-F1B5A33C6F7F,false,4921284994,0,"",4921284994,0,0,subtask_position,false
0,B20A2DD5-6174-4F7D-998C-5794446B3402,false,4920935101,0,"",4920935101,0,0,subtask_position,false
0,52B941FB-3567-450B-A388-21797B1E88C2,false,4921009642,0,"",4921009642,0,0,subtask_position,false
0,B15AC175-8D33-4610-9B5D-0E39803C157A,false,4921288581,0,"",4921288581,0,0,subtask_position,false
0,7DB5C5CA-6836-432D-A910-C2582C33A662,false,4921305918,0,"",4921305918,0,0,subtask_position,false
0,08235BE2-2659-4067-89BD-A28B9E9446FE,false,4921329818,0,"",4921329818,0,0,subtask_position,false
0,7360FFEF-E520-4A4C-8E0E-1F0D9340DDDF,false,4921292023,0,"",4921292023,0,0,subtask_position,false
0,776C32FC-B902-4C16-9AD7-F53D45E8AA9B,false,4921325606,0,"",4921325606,0,0,subtask_position,false
0,07A1DD56-A3D4-4A90-9B00-99A9A538487C,false,4921351049,0,"",4921351049,0,0,subtask_position,false
0,ECEA03EB-62A5-421A-8567-6880896E26DB,false,4921357096,0,"",4921357096,0,0,subtask_position,false
0,D5784775-6AD3-4AF0-9344-2D54C308D3DF,false,4921376548,0,"",4921376548,0,0,subtask_position,false
0,CB9FF9CE-554D-4ADB-8A91-14E5CA762D1C,false,4921356902,0,"",4921356902,0,0,subtask_position,false
0,C527F123-7516-4C84-B86F-5890818AA120,false,4921147144,0,"",4921147144,0,0,subtask_position,false
0,8F298AF6-8935-40A4-927B-DB7302E448C0,false,4921354770,0,"",4921354770,0,0,subtask_position,false
0,83BC6AC7-F9CE-430C-8458-8290562BAA38,false,4921376596,0,"",4921376596,0,0,subtask_position,false
0,A3374C07-7072-495E-96C2-512E5AAB4A2B,false,4921380933,0,"",4921380933,0,0,subtask_position,false
0,70DD799C-ECCF-4EBA-8A1C-80E851C68103,false,4921382981,0,"",4921382981,0,0,subtask_position,false
0,6C3D2AC8-FAFA-43E8-B962-0AAF74865823,false,4921381089,0,"",4921381089,0,0,subtask_position,false
0,6A041850-BEB4-4EFE-AB60-C02DADFA419C,false,4921376761,0,"",4921376761,0,0,subtask_position,false
0,07B254E9-9684-45E5-B162-AA15C1E4D670,false,4921389368,0,"",4921389368,0,0,subtask_position,false
0,DD7C460B-0F1F-4F63-8AA0-07BF4628A78D,false,4921389011,0,"",4921389011,0,0,subtask_position,false
0,375BBEBC-ACE6-427E-9F6B-F1E48CC7F6BC,false,4921383137,0,"",4921383137,0,0,subtask_position,false
0,B4557392-09C0-4E19-9BDF-9BF136DA42FC,false,4921389625,0,"",4921389625,0,0,subtask_position,false
0,00DE186E-807E-426C-809F-B1211E0911A3,false,4921391348,0,"",4921391348,0,0,subtask_position,false
0,0102383D-DB53-4B9A-82CB-ED60591E1853,false,4921391690,0,"",4921391690,0,0,subtask_position,false
0,A6F28F2E-64E1-4A07-8C3F-3EFEB38F5968,false,4921391457,0,"",4921391457,0,0,subtask_position,false
0,B65163C4-B523-4E95-99E9-33DC7A58D562,false,4921392129,0,"",4921392129,0,0,subtask_position,false
0,8EF7D7F2-0919-439E-8CFE-F2F14D82F132,false,4921393960,0,"",4921393960,0,0,subtask_position,false
0,B7A001A0-D2FD-4EB8-A1C6-4434E8699502,false,4921394511,0,"",4921394511,0,0,subtask_position,false
0,F8F6B1F3-E4C6-415C-989F-E75F7DF3781B,false,4921395013,0,"",4921395013,0,0,subtask_position,false
0,167A52BD-37C6-42E4-99DB-461325106EF0,false,4921395241,0,"",4921395241,0,0,subtask_position,false
0,AFEABE55-2041-4914-BFF2-761924D3274B,false,4921395516,0,"",4921395516,0,0,subtask_position,false
0,EE65F53D-433F-4E30-BAA3-43EDA447B0C0,false,4921398457,0,"",4921398457,0,0,subtask_position,false
0,28800103-42D8-4277-9B67-D50CD62E9CE8,false,4921396831,0,"",4921396831,0,0,subtask_position,false
0,B6B019BE-78A9-4650-8EF1-4EDBB7A5EB54,false,4921400154,0,"",4921400154,0,0,subtask_position,false
0,890A2C21-27A5-4297-BF0E-53E310C77277,false,4921400599,0,"",4921400599,0,0,subtask_position,false
0,466CA3BF-8F16-4001-8B55-1295B508B74A,false,4921400371,0,"",4921400371,0,0,subtask_position,false
0,61F8F14C-4CD6-4578-A429-E27A8791F211,false,4921400963,0,"",4921400963,0,0,subtask_position,false
0,C7FABB25-61FB-4576-A003-D68D89EE6CC2,false,4921400810,0,"",4921400810,0,0,subtask_position,false
0,6296A62A-8A7A-4789-8DBE-78ABAD5794EB,false,4921391125,0,"",4921391125,0,0,subtask_position,false
0,E9C26779-0D88-464E-9F34-F7B260666645,false,4921419300,0,"",4921419300,0,0,subtask_position,false
0,9F103D20-EC4E-4094-8D5D-8ECE897E1E54,false,4921425787,0,"",4921425787,0,0,subtask_position,false
0,8C3EF6B6-E520-4C7E-88C4-1A9F6EFBB3A9,false,4921426010,0,"",4921426010,0,0,subtask_position,false
0,BF31B30B-2005-4633-AC79-F5DCF4536297,false,4921646765,0,"",4921646765,0,0,subtask_position,false
0,58A81F39-49F0-4B3C-8B50-D6F7C1DDE561,false,4921651087,0,"",4921651087,0,0,subtask_position,false
0,A64F12AF-77CD-49F7-B7FB-713F7B21A344,false,4921390283,0,"",4921390283,0,0,subtask_position,false
0,768847AA-7D68-41EF-97C4-FB80D42BB9C8,false,4923723809,0,"",4923723809,0,0,subtask_position,false
0,886200BE-0D31-4A0E-B354-EDB7CC5CD576,false,4921652050,0,"",4921652050,0,0,subtask_position,false
0,12EC548B-C610-494E-BF6A-4970947255F0,false,4921903928,0,"",4921903928,0,0,subtask_position,false
0,AB1ADB59-C9F1-4397-A848-03FC2BBC8D56,false,4921904188,0,"",4921904188,0,0,subtask_position,false
0,FED3B2F8-35A1-4789-9DE8-FECD8C917B2B,false,4924909680,0,"",4924909680,0,0,subtask_position,false
0,05978FC9-40AF-4EEA-9A53-4CEDFF035E22,false,4924479048,0,"",4924479048,0,0,subtask_position,false
0,F9933644-5CC6-40AE-B798-CE48290B4B83,false,4924702977,0,"",4924702977,0,0,subtask_position,false
0,E188713C-B02A-42E1-A931-CBD49FF239B1,false,4927201283,0,"",4927201283,0,0,subtask_position,false
0,7C03F3A2-0DD1-4B58-ABBC-300714F1636F,false,4921389183,0,"",4921389183,0,0,subtask_position,false
0,20A21339-AFE5-4D92-A934-99DCA841940F,false,4927201411,0,"",4927201411,0,0,subtask_position,false
4,203E3120-8B21-404E-8B83-FC448EA9AF99,false,4927259267,0,"1718819653,1718820658,1718820735,1718820774",4927259267,0,0,subtask_position,false
2,A607FF2F-FE3A-4F19-B6AB-69C8EA330672,false,4927273269,0,"1718886909,1718886917",4927273269,0,0,subtask_position,false
0,986F26DD-BD5C-4CC3-98DE-0ECD67C15E62,false,4924703670,0,"",4924703670,0,0,subtask_position,false
0,670D1FA1-B98B-48A2-94BE-A541FD40466A,false,4927278672,0,"",4927278672,0,0,subtask_position,false
0,C415185E-495A-4464-8BC5-2C1A068B58C8,false,4927441896,0,"",4927441896,0,0,subtask_position,false
0,C806F042-7584-45BD-8CFD-214A9C6A225F,false,4927935235,0,"",4927935235,0,0,subtask_position,false
0,5B7CA772-D421-4679-A83C-1AB60D3FEEDE,false,4927987697,0,"",4927987697,0,0,subtask_position,false
0,EFB55124-BD61-464E-8FC8-055AE6451C75,false,4927941346,0,"",4927941346,0,0,subtask_position,false
0,046279EE-A8D4-497F-AED0-23AAE8C71B01,false,4927887487,0,"",4927887487,0,0,subtask_position,false
0,DC6D2699-9701-4932-90EC-8DC64A479045,false,4927865058,0,"",4927865058,0,0,subtask_position,false
0,F0E12677-7720-4BC2-A396-83B8E8B12943,false,4927997981,0,"",4927997981,0,0,subtask_position,false
0,CB1F1BA7-6D94-489B-95C7-536EC9292A53,false,4927950534,0,"",4927950534,0,0,subtask_position,false
0,1BEBA4CC-D325-48AF-8020-4C638F1D097D,false,4928011823,0,"",4928011823,0,0,subtask_position,false
0,EFB6EF88-4A40-415E-AC1F-51579FE706F5,false,4928023600,0,"",4928023600,0,0,subtask_position,false
0,EE082F21-3217-4029-BFBF-FAE8B68A4523,false,4928102024,0,"",4928102024,0,0,subtask_position,false
0,3B7009B0-9BAA-416A-A6BC-C383B0CD68E7,false,4928099900,0,"",4928099900,0,0,subtask_position,false
0,291A01DB-D965-4EB3-AF2E-8F1BFC6F037A,false,4928103551,0,"",4928103551,0,0,subtask_position,false
0,C239C6EA-1148-475C-9C6F-64F74F017E18,false,4928018212,0,"",4928018212,0,0,subtask_position,false
0,0C8D3E3A-1EE7-49F3-9F38-0C8B436D4CB2,false,4928036846,0,"",4928036846,0,0,subtask_position,false
0,7215E46F-5C5D-46F8-B477-A8006234604F,false,4928108605,0,"",4928108605,0,0,subtask_position,false
0,8CB876D7-7115-412D-A1C3-BA202B0AC09D,false,4928174944,0,"",4928174944,0,0,subtask_position,false
0,01FC1BB0-F797-4AE3-98ED-08CEF5797CBC,false,4928160572,0,"",4928160572,0,0,subtask_position,false
0,F6654B71-D875-4C92-9493-149161AB04E9,false,4928170677,0,"",4928170677,0,0,subtask_position,false
0,9469B2F7-AE1D-4DA5-9B5F-B8CE63947623,false,4928178855,0,"",4928178855,0,0,subtask_position,false
0,593AE58E-35A5-454F-BF85-05A13D0AB3A9,false,4928174632,0,"",4928174632,0,0,subtask_position,false
0,BA97CEF2-8BCB-4964-835D-A81E296BEA2B,false,4928181136,0,"",4928181136,0,0,subtask_position,false
0,F58CB277-135B-4797-8FF8-A0E7F81FD507,false,4928175957,0,"",4928175957,0,0,subtask_position,false
0,3787CFEA-A8B0-4B02-81C5-14F1CE36A42B,false,4928193222,0,"",4928193222,0,0,subtask_position,false
0,B6B928F0-7628-4941-B759-FBB79E36588F,false,4928182240,0,"",4928182240,0,0,subtask_position,false
0,5264E7D3-F4A7-4F52-A0C8-C7765A2902EF,false,4928181653,0,"",4928181653,0,0,subtask_position,false
0,CD4C037D-8ADF-4A98-AFDB-C458602334F4,false,4928195900,0,"",4928195900,0,0,subtask_position,false
0,DC0C0DE2-8910-4862-BEF3-1E3ECEA493A3,false,4928275913,0,"",4928275913,0,0,subtask_position,false
0,D5FFC2DB-F282-4FD7-9B8D-DD846BFCA93A,false,4928205120,0,"",4928205120,0,0,subtask_position,false
0,DFD32B7E-E96E-4B65-8DFA-C57FA878B553,false,4928319553,0,"",4928319553,0,0,subtask_position,false
0,458CDCF3-31EC-4B59-BD3C-74632737E47B,false,4928305592,0,"",4928305592,0,0,subtask_position,false
0,0BC043CD-8E0C-4E80-AF94-A6FFEF1F11B0,false,4928393550,0,"",4928393550,0,0,subtask_position,false
0,D1029FFA-AEB8-4D8E-ACD6-815EF763BDC3,false,4928435470,0,"",4928435470,0,0,subtask_position,false
0,3E9F5521-5F74-4B6C-92E3-087110F627C4,false,4928388110,0,"",4928388110,0,0,subtask_position,false
0,487C4718-22F1-44DF-9811-8906040E396F,false,4928407550,0,"",4928407550,0,0,subtask_position,false
0,0FEFE7C6-ADAB-400C-BF3B-83AFB5918E7B,false,4928467477,0,"",4928467477,0,0,subtask_position,false
0,076A1EF2-3DCE-4E02-85CD-44DC2D461D51,false,4928440760,0,"",4928440760,0,0,subtask_position,false
0,AA5690AD-8342-4CCD-810D-35F62EC64927,false,4928523950,0,"",4928523950,0,0,subtask_position,false
0,00F78F15-B52F-42E7-B0F0-F0A6973AA172,false,4928468200,0,"",4928468200,0,0,subtask_position,false
0,34835DCC-8A46-450B-BB41-5D532132399D,false,4928553054,0,"",4928553054,0,0,subtask_position,false
0,6BDC412D-AEFA-4E8B-B598-CB097DEDAAA9,false,4928554991,0,"",4928554991,0,0,subtask_position,false
0,35A611AE-9841-4C1B-A1CB-1E5DA7A18684,false,4928509047,0,"",4928509047,0,0,subtask_position,false
0,04F99413-A319-48D6-B82B-1AFA8D2E2036,false,4928558958,0,"",4928558958,0,0,subtask_position,false
1,4A28747D-E7FC-422A-8D40-0AAEF1B69655,false,4928559079,0,"1719005985,1719006211,1719006219",4928559079,0,0,subtask_position,false
0,1080AF82-82CA-4959-AF36-E9E6D261A36B,false,4928564637,0,"",4928564637,0,0,subtask_position,false
0,1369A46E-0C1A-4845-B6C1-7B26FD3B81A8,false,4928511053,0,"",4928511053,0,0,subtask_position,false
